name de_dust2
sky 0.50 0.63 0.77
fog 0.56 0.64 0.73 0.013
light -0.42 -0.86 -0.28
# Generated by the arena map importer from a source map.

# ---- solids ----
plane 0.000000 0.000000 -1.000000 67.665596
plane 0.000000 -1.000000 -0.000000 -2.438400
plane 0.000000 1.000000 -0.000000 4.876800
plane 0.707107 0.000000 0.707107 -42.099442
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -5.689600
plane 1.000000 0.000000 -0.000000 7.315200
plane 0.000000 0.000000 1.000000 -65.227196
plane 0.000000 0.000000 -1.000000 67.665596
plane 0.000000 -1.000000 -0.000000 -4.876800
plane 0.000000 1.000000 -0.000000 8.128000
plane 0.707107 0.000000 0.707107 -42.099442
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -2.438400
plane 1.000000 0.000000 -0.000000 5.689600
plane 0.000000 0.000000 1.000000 -65.227196
plane 0.000000 0.000000 -1.000000 70.103996
plane 0.000000 -1.000000 -0.000000 -7.315200
plane 0.000000 1.000000 -0.000000 8.128000
plane -0.707107 0.000000 -0.707107 46.697334
plane -0.707107 -0.000000 0.707107 -48.996281
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -1.625600
plane 1.000000 0.000000 -0.000000 4.876800
plane 0.000000 0.000000 1.000000 -40.639999
plane 0.000000 0.000000 -1.000000 43.891201
plane 0.000000 -1.000000 -0.000000 -7.315200
plane 0.000000 1.000000 -0.000000 8.128000
plane 0.707107 0.000000 0.707107 -27.587347
plane -0.707107 0.000000 -0.707107 28.736820
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -1.625600
plane 1.000000 0.000000 -0.000000 6.502400
plane 0.000000 0.000000 1.000000 -39.014400
plane 0.000000 0.000000 -1.000000 40.639999
plane 0.000000 -1.000000 -0.000000 -4.876800
plane 0.000000 1.000000 -0.000000 8.128000
plane -0.707107 0.000000 0.707107 -29.886292
plane 0.707107 0.000000 0.707107 -24.138929
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -1.625600
plane 1.000000 0.000000 -0.000000 6.502400
plane 0.000000 0.000000 1.000000 -40.639999
plane 0.000000 0.000000 -1.000000 43.891201
plane 0.000000 -1.000000 -0.000000 -4.876800
plane 0.000000 1.000000 -0.000000 8.128000
plane 0.707107 0.000000 -0.707107 34.484188
plane 0.316228 0.000000 0.948683 -38.040432
plane -0.707107 0.000000 -0.707107 27.587347
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -1.625600
plane 1.000000 0.000000 -0.000000 6.502400
plane 0.000000 0.000000 1.000000 -40.639999
plane 0.000000 0.000000 -1.000000 42.265598
plane 0.000000 -1.000000 -0.000000 -4.876800
plane 0.000000 1.000000 -0.000000 8.128000
plane -0.316228 0.000000 -0.948683 38.040432
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -1.625600
plane 1.000000 0.000000 -0.000000 6.502400
plane 0.000000 0.000000 1.000000 -39.014400
plane 0.000000 0.000000 -1.000000 40.639999
plane 0.000000 -1.000000 -0.000000 -2.844800
plane 0.000000 1.000000 -0.000000 4.876800
plane -0.707107 0.000000 0.707107 -29.886292
plane 0.707107 0.000000 0.707107 -24.138929
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -1.625600
plane 1.000000 0.000000 -0.000000 6.502400
plane 0.000000 0.000000 1.000000 -39.014400
plane 0.000000 0.000000 -1.000000 40.639999
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 2.844800
plane 0.707107 0.000000 0.707107 -24.138929
plane -0.707107 0.000000 0.707107 -29.886292
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -1.625600
plane 1.000000 0.000000 -0.000000 6.502400
plane 0.000000 0.000000 1.000000 -40.639999
plane 0.000000 0.000000 -1.000000 43.891201
plane 0.000000 -1.000000 -0.000000 -2.844800
plane 0.000000 1.000000 -0.000000 4.876800
plane 0.707107 0.000000 -0.707107 34.484188
plane -0.707107 0.000000 -0.707107 27.587347
plane 0.316228 0.000000 0.948683 -38.040432
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -1.625600
plane 1.000000 0.000000 -0.000000 6.502400
plane 0.000000 0.000000 1.000000 -40.639999
plane 0.000000 0.000000 -1.000000 42.265598
plane 0.000000 -1.000000 -0.000000 -2.844800
plane 0.000000 1.000000 -0.000000 4.876800
plane -0.316228 0.000000 -0.948683 38.040432
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -1.625600
plane 1.000000 0.000000 -0.000000 6.502400
plane 0.000000 0.000000 1.000000 -40.639999
plane 0.000000 0.000000 -1.000000 43.891201
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 2.844800
plane 0.316228 0.000000 0.948683 -38.040432
plane -0.707107 0.000000 -0.707107 27.587347
plane 0.707107 0.000000 -0.707107 34.484188
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -1.625600
plane 1.000000 0.000000 -0.000000 6.502400
plane 0.000000 0.000000 1.000000 -40.639999
plane 0.000000 0.000000 -1.000000 42.265598
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 2.844800
plane -0.316228 0.000000 -0.948683 38.040432
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -1.625600
plane 1.000000 0.000000 -0.000000 6.502400
plane 0.000000 0.000000 1.000000 -39.014400
plane 0.000000 0.000000 -1.000000 40.639999
plane 0.000000 -1.000000 -0.000000 3.251200
plane 0.000000 1.000000 -0.000000 0.000000
plane -0.707107 0.000000 0.707107 -29.886292
plane 0.707107 0.000000 0.707107 -24.138929
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -1.625600
plane 1.000000 0.000000 -0.000000 6.502400
plane 0.000000 0.000000 1.000000 -40.639999
plane 0.000000 0.000000 -1.000000 42.265598
plane 0.000000 -1.000000 -0.000000 3.251200
plane 0.000000 1.000000 -0.000000 0.000000
plane -0.316228 0.000000 -0.948683 38.040432
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -1.625600
plane 1.000000 0.000000 -0.000000 6.502400
plane 0.000000 0.000000 1.000000 -40.639999
plane 0.000000 0.000000 -1.000000 43.891201
plane 0.000000 -1.000000 -0.000000 3.251200
plane 0.000000 1.000000 -0.000000 0.000000
plane 0.707107 0.000000 -0.707107 34.484188
plane 0.316228 0.000000 0.948683 -38.040432
plane -0.707107 0.000000 -0.707107 27.587347
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -9.753600
plane 1.000000 0.000000 -0.000000 11.785600
plane 0.000000 0.000000 1.000000 16.256001
plane 0.000000 0.000000 -1.000000 -9.753600
plane 0.000000 -1.000000 -0.000000 -2.844800
plane 0.000000 1.000000 -0.000000 5.689600
plane -0.707107 0.000000 -0.707107 -13.865516
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -9.753600
plane 1.000000 0.000000 -0.000000 11.785600
plane 0.000000 0.000000 1.000000 16.256001
plane 0.000000 0.000000 -1.000000 -9.753600
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 2.844800
plane -0.707107 0.000000 -0.707107 -13.865516
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -165.724304
plane 1.000000 0.000000 -0.000000 167.843201
plane 0.000000 0.000000 1.000000 -55.664291
plane 0.000000 0.000000 -1.000000 57.708797
plane 0.000000 -1.000000 -0.000000 37.045898
plane 0.000000 1.000000 -0.000000 -35.420300
plane 0.499921 0.000000 0.866071 34.995384
plane -0.865992 0.000000 0.500058 -171.967270
plane 0.866037 -0.000000 -0.499980 173.595734
plane -0.500039 0.000000 -0.866003 -33.596455
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 2.438400
plane 1.000000 0.000000 -0.000000 13.004800
plane 0.000000 0.000000 1.000000 -13.004800
plane 0.000000 0.000000 -1.000000 33.324799
plane 0.000000 -1.000000 -0.000000 -5.689600
plane 0.000000 1.000000 -0.000000 8.940800
plane -0.707107 0.000000 -0.707107 23.564192
plane -0.707107 0.000000 0.707107 -9.195783
brush 0.415 0.474 0.466
plane -1.000000 0.000000 -0.000000 -44.399200
plane 1.000000 0.000000 -0.000000 45.110401
plane 0.000000 0.000000 1.000000 -10.904978
plane 0.000000 0.000000 -1.000000 11.379200
plane 0.000000 -1.000000 -0.000000 -1.600200
plane 0.000000 1.000000 -0.000000 1.803400
plane -0.554769 -0.000000 0.832004 -34.098846
brush 0.415 0.474 0.466
plane -1.000000 0.000000 -0.000000 -44.399200
plane 1.000000 0.000000 -0.000000 45.110401
plane 0.000000 0.000000 1.000000 -9.550400
plane 0.000000 0.000000 -1.000000 10.024618
plane 0.000000 -1.000000 -0.000000 -1.600200
plane 0.000000 1.000000 -0.000000 1.803400
plane -0.554769 0.000000 -0.832004 -16.685328
brush 0.415 0.474 0.466
plane -1.000000 0.000000 -0.000000 -44.399200
plane 1.000000 0.000000 -0.000000 45.110401
plane 0.000000 0.000000 1.000000 -9.550400
plane 0.000000 0.000000 -1.000000 11.379200
plane 0.000000 -1.000000 -0.000000 -1.600200
plane 0.000000 1.000000 -0.000000 1.803400
plane 0.554769 0.000000 0.832004 16.685328
plane 0.554810 0.000000 -0.831977 34.100349
brush 0.474 0.479 0.466
plane -1.000000 0.000000 -0.000000 -39.928799
plane 1.000000 0.000000 -0.000000 41.452801
plane 0.000000 0.000000 1.000000 -20.726400
plane 0.000000 0.000000 -1.000000 22.250401
plane 0.000000 -1.000000 -0.000000 -0.406400
plane 0.000000 1.000000 -0.000000 0.609600
plane -0.707107 0.000000 -0.707107 -13.578147
brush 0.474 0.479 0.466
plane -1.000000 0.000000 -0.000000 -39.928799
plane 1.000000 0.000000 -0.000000 41.452801
plane 0.000000 0.000000 1.000000 -20.726400
plane 0.000000 0.000000 -1.000000 24.790400
plane 0.000000 -1.000000 -0.000000 -0.406400
plane 0.000000 1.000000 -0.000000 0.609600
plane 0.707107 -0.000000 -0.707107 45.763386
plane 0.707107 0.000000 0.707107 13.578147
brush 0.474 0.479 0.466
plane -1.000000 0.000000 -0.000000 -39.928799
plane 1.000000 0.000000 -0.000000 41.452801
plane 0.000000 0.000000 1.000000 -23.266399
plane 0.000000 0.000000 -1.000000 24.790400
plane 0.000000 -1.000000 -0.000000 -0.406400
plane 0.000000 1.000000 -0.000000 0.609600
plane -0.707107 0.000000 0.707107 -45.763386
brush 0.474 0.479 0.466
plane -1.000000 0.000000 -0.000000 -39.928799
plane 1.000000 0.000000 -0.000000 41.452801
plane 0.000000 0.000000 1.000000 -20.726400
plane 0.000000 0.000000 -1.000000 24.790400
plane 0.000000 -1.000000 -0.000000 -0.203200
plane 0.000000 1.000000 -0.000000 0.406400
plane 0.707107 -0.000000 -0.707107 45.763386
plane 0.707107 0.000000 0.707107 13.578147
brush 0.474 0.479 0.466
plane -1.000000 0.000000 -0.000000 -39.928799
plane 1.000000 0.000000 -0.000000 41.452801
plane 0.000000 0.000000 1.000000 -20.726400
plane 0.000000 0.000000 -1.000000 22.250401
plane 0.000000 -1.000000 -0.000000 -0.203200
plane 0.000000 1.000000 -0.000000 0.406400
plane -0.707107 0.000000 -0.707107 -13.578147
brush 0.474 0.479 0.466
plane -1.000000 0.000000 -0.000000 -39.928799
plane 1.000000 0.000000 -0.000000 41.452801
plane 0.000000 0.000000 1.000000 -23.266399
plane 0.000000 0.000000 -1.000000 24.790400
plane 0.000000 -1.000000 -0.000000 -0.203200
plane 0.000000 1.000000 -0.000000 0.406400
plane -0.707107 0.000000 0.707107 -45.763386
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -30.886400
plane 1.000000 0.000000 -0.000000 31.597599
plane 0.000000 0.000000 1.000000 -40.335201
plane 0.000000 0.000000 -1.000000 40.809456
plane 0.000000 -1.000000 -0.000000 0.101600
plane 0.000000 1.000000 -0.000000 0.101600
plane 0.554770 -0.000000 -0.832004 51.088436
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -30.886400
plane 1.000000 0.000000 -0.000000 31.597282
plane 0.000000 0.000000 1.000000 -41.689991
plane 0.000000 0.000000 -1.000000 42.163998
plane 0.000000 -1.000000 -0.000000 0.101600
plane 0.000000 1.000000 -0.000000 0.101600
plane 0.554770 0.000000 0.832004 -17.551399
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -30.886400
plane 1.000000 0.000000 -0.000000 31.597599
plane 0.000000 0.000000 1.000000 -40.335201
plane 0.000000 0.000000 -1.000000 42.163998
plane 0.000000 -1.000000 -0.000000 0.101600
plane 0.000000 1.000000 -0.000000 0.101600
plane -0.554770 0.000000 0.832004 -51.088436
plane -0.554770 0.000000 -0.832004 17.551399
brush 0.415 0.474 0.466
plane -1.000000 0.000000 -0.000000 -40.944801
plane 1.000000 0.000000 -0.000000 41.655998
plane 0.000000 0.000000 1.000000 -39.962570
plane 0.000000 0.000000 -1.000000 40.436798
plane 0.000000 -1.000000 -0.000000 -0.304800
plane 0.000000 1.000000 -0.000000 0.508000
plane -0.554770 -0.000000 0.832004 -56.358513
brush 0.415 0.474 0.466
plane -1.000000 0.000000 -0.000000 -40.944801
plane 1.000000 0.000000 -0.000000 41.655998
plane 0.000000 0.000000 1.000000 -38.607998
plane 0.000000 0.000000 -1.000000 39.082298
plane 0.000000 -1.000000 -0.000000 -0.304800
plane 0.000000 1.000000 -0.000000 0.508000
plane -0.554770 0.000000 -0.832004 9.407075
brush 0.415 0.474 0.466
plane -1.000000 0.000000 -0.000000 -40.944801
plane 1.000000 0.000000 -0.000000 41.655998
plane 0.000000 0.000000 1.000000 -38.607998
plane 0.000000 0.000000 -1.000000 40.436798
plane 0.000000 -1.000000 -0.000000 -0.304800
plane 0.000000 1.000000 -0.000000 0.508000
plane 0.554770 0.000000 0.832004 -9.407075
plane 0.554770 0.000000 -0.832004 56.358513
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -156.390854
plane 1.000000 0.000000 -0.000000 158.333725
plane 0.000000 0.000000 1.000000 -52.743832
plane 0.000000 0.000000 -1.000000 54.686970
plane 0.000000 -1.000000 -0.000000 34.607498
plane 0.000000 1.000000 -0.000000 -34.201099
plane -0.866147 0.000000 -0.499789 -108.741081
plane -0.500114 -0.000000 0.865960 -124.503410
plane 0.866072 0.000000 0.499920 110.144852
plane 0.500039 0.000000 -0.866003 125.915924
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -156.390854
plane 1.000000 0.000000 -0.000000 158.435333
plane 0.000000 0.000000 1.000000 -52.743832
plane 0.000000 0.000000 -1.000000 54.862988
plane 0.000000 -1.000000 -0.000000 36.233101
plane 0.000000 1.000000 -0.000000 -34.607498
plane 0.866072 0.000000 0.499920 110.144852
plane -0.500114 -0.000000 0.865960 -124.503410
plane 0.500114 -0.000000 -0.865960 126.128746
plane -0.866073 0.000000 -0.499918 -108.722527
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -154.643051
plane 1.000000 0.000000 -0.000000 156.613129
plane 0.000000 0.000000 1.000000 -49.513458
plane 0.000000 0.000000 -1.000000 51.707043
plane 0.000000 -1.000000 -0.000000 34.810699
plane 0.000000 1.000000 -0.000000 -34.607498
plane -0.866047 0.000000 -0.499963 -108.868439
plane -0.499995 0.000000 0.866029 -120.728714
plane 0.866105 0.000000 0.499861 110.101845
plane 0.500083 -0.000000 -0.865978 122.568741
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -154.541458
plane 1.000000 0.000000 -0.000000 156.714981
plane 0.000000 0.000000 1.000000 -49.337669
plane 0.000000 0.000000 -1.000000 51.883057
plane 0.000000 -1.000000 -0.000000 36.576000
plane 0.000000 1.000000 -0.000000 -34.810699
plane -0.499995 -0.000000 0.866029 -120.525703
plane 0.866025 0.000000 0.500001 110.082199
plane -0.866025 0.000000 -0.500001 -108.862984
plane 0.499995 0.000000 -0.866029 122.760887
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -153.850571
plane 1.000000 0.000000 -0.000000 155.793686
plane 0.000000 0.000000 1.000000 -47.992519
plane 0.000000 0.000000 -1.000000 49.935646
plane 0.000000 -1.000000 -0.000000 34.810699
plane 0.000000 1.000000 -0.000000 -34.404301
plane -0.866037 0.000000 -0.499980 -108.889389
plane -0.499980 -0.000000 0.866037 -119.101456
plane 0.866037 0.000000 0.499980 110.311836
plane 0.499980 0.000000 -0.866037 120.523918
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -153.850571
plane 1.000000 0.000000 -0.000000 155.895309
plane 0.000000 0.000000 1.000000 -47.992519
plane 0.000000 0.000000 -1.000000 50.111671
plane 0.000000 -1.000000 -0.000000 36.436298
plane 0.000000 1.000000 -0.000000 -34.810699
plane 0.866043 0.000000 0.499970 110.313225
plane -0.499980 -0.000000 0.866037 -119.101456
plane 0.500059 -0.000000 -0.865991 120.737259
plane -0.865973 0.000000 -0.500090 -108.874245
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -153.444443
plane 1.000000 0.000000 -0.000000 154.980911
plane 0.000000 0.000000 1.000000 -47.640457
plane 0.000000 0.000000 -1.000000 48.879768
plane 0.000000 -1.000000 -0.000000 36.639500
plane 0.000000 1.000000 -0.000000 -35.013901
plane -0.500193 0.000000 0.865914 -118.620514
plane 0.866082 0.000000 0.499902 110.146591
plane 0.499980 -0.000000 -0.866037 119.203102
plane -0.866163 0.000000 -0.499762 -108.743385
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -152.709366
plane 1.000000 0.000000 -0.000000 154.500351
plane 0.000000 0.000000 1.000000 -46.774086
plane 0.000000 0.000000 -1.000000 48.453300
plane 0.000000 -1.000000 -0.000000 36.639500
plane 0.000000 1.000000 -0.000000 -35.217098
plane -0.500114 0.000000 0.865960 -117.492668
plane 0.865957 0.000000 0.500119 109.913925
plane 0.499980 -0.000000 -0.866037 118.593491
plane -0.865900 0.000000 -0.500217 -108.477974
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -153.057358
plane 1.000000 0.000000 -0.000000 155.027649
plane 0.000000 0.000000 1.000000 -44.328838
plane 0.000000 0.000000 -1.000000 46.522129
plane 0.000000 -1.000000 -0.000000 33.591499
plane 0.000000 1.000000 -0.000000 -33.388298
plane -0.866012 0.000000 -0.500023 -110.079247
plane -0.499990 0.000000 0.866031 -115.445259
plane 0.866012 0.000000 0.500023 111.298470
plane 0.499990 -0.000000 -0.866031 117.273972
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -152.955765
plane 1.000000 0.000000 -0.000000 155.129288
plane 0.000000 0.000000 1.000000 -44.152779
plane 0.000000 0.000000 -1.000000 46.698158
plane 0.000000 -1.000000 -0.000000 37.388798
plane 0.000000 1.000000 -0.000000 -33.591499
plane -0.499990 -0.000000 0.866031 -115.242020
plane 0.865996 0.000000 0.500051 111.294838
plane -0.866025 0.000000 -0.500001 -110.082199
plane 0.500147 0.000000 -0.865941 117.497086
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -160.100494
plane 1.000000 0.000000 -0.000000 162.043365
plane 0.000000 0.000000 1.000000 -45.939938
plane 0.000000 0.000000 -1.000000 47.883064
plane 0.000000 -1.000000 -0.000000 36.436298
plane 0.000000 1.000000 -0.000000 -36.029900
plane -0.866192 0.000000 -0.499712 -115.365593
plane -0.499980 -0.000000 0.866037 -120.448692
plane 0.866068 0.000000 0.499927 116.758194
plane 0.500035 0.000000 -0.866005 121.878189
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -160.100494
plane 1.000000 0.000000 -0.000000 162.144958
plane 0.000000 0.000000 1.000000 -45.939938
plane 0.000000 0.000000 -1.000000 48.059090
plane 0.000000 -1.000000 -0.000000 38.061901
plane 0.000000 1.000000 -0.000000 -36.436298
plane 0.866069 0.000000 0.499924 116.758537
plane -0.499980 -0.000000 0.866037 -120.448692
plane 0.500035 -0.000000 -0.866005 122.081429
plane -0.866178 0.000000 -0.499736 -115.362213
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -159.795700
plane 1.000000 0.000000 -0.000000 161.332413
plane 0.000000 0.000000 1.000000 -45.411880
plane 0.000000 0.000000 -1.000000 46.651169
plane 0.000000 -1.000000 -0.000000 38.061901
plane 0.000000 1.000000 -0.000000 -36.436298
plane -0.500056 0.000000 0.865993 -119.849045
plane 0.865906 0.000000 0.500207 116.719177
plane 0.499980 0.000000 -0.866037 120.448692
plane -0.866082 0.000000 -0.499902 -115.339157
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -157.137878
plane 1.000000 0.000000 -0.000000 158.928299
plane 0.000000 0.000000 1.000000 -49.828957
plane 0.000000 0.000000 -1.000000 51.508152
plane 0.000000 -1.000000 -0.000000 36.829998
plane 0.000000 1.000000 -0.000000 -35.217098
plane -0.500056 0.000000 0.865993 -122.345100
plane 0.866053 0.000000 0.499952 112.244308
plane 0.499980 -0.000000 -0.866037 123.453018
plane -0.866149 0.000000 -0.499786 -110.845596
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -156.335968
plane 1.000000 0.000000 -0.000000 158.380463
plane 0.000000 0.000000 1.000000 -50.878464
plane 0.000000 0.000000 -1.000000 52.997616
plane 0.000000 -1.000000 -0.000000 36.233101
plane 0.000000 1.000000 -0.000000 -34.810699
plane -0.499980 0.000000 0.866037 -122.843437
plane 0.866070 0.000000 0.499923 111.029427
plane 0.500035 -0.000000 -0.866005 124.475815
plane -0.866178 0.000000 -0.499735 -109.633621
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -157.133545
plane 1.000000 0.000000 -0.000000 159.103836
plane 0.000000 0.000000 1.000000 -47.586647
plane 0.000000 0.000000 -1.000000 49.779930
plane 0.000000 -1.000000 -0.000000 37.795200
plane 0.000000 1.000000 -0.000000 -34.505901
plane -0.866012 0.000000 -0.500023 -111.980301
plane -0.499990 0.000000 0.866031 -120.304665
plane 0.866012 0.000000 0.500023 113.199516
